PONumber,ItemNumber,PartNumber,BoxNumber,Units,Warehouse,SAC,LBS
LCA19697,180,31118-NAV-S,LCA19697/01840,6,Warehouse,6110200000,1.04
LCA19697,182,31118-NAV-L,LCA19697/01841,14,Warehouse,6110200000,1.04
LCA19697,182,31118-NAV-L,LCA19697/01841.1,8,Warehouse,6110200000,1.04
LCA19697,183,31118-NAV-XL,LCA19697/01842,2,Warehouse,6110200000,1.04
LCA19697,184,31118-NAV-2XL,LCA19697/01843,3,Warehouse,6110200000,1.04
