PONumber,ItemNumber,PartNumber,BoxNumber,Units,Warehouse,SAC,LBS
LCA19697,142,31014-488-XL,LCA19697/01845,21,Warehouse,6110200000,1.04
LCA19697,142,31014-488-XL,LCA19697/01846,21,Warehouse,6110200000,1.04
LCA19697,142,31014-488-XL,LCA19697/01846.1,10,Warehouse,6110200000,1.04
LCA19697,143,31014-488-2XL,LCA19697/01847,21,Warehouse,6110200000,1.04
LCA19697,143,31014-488-2XL,LCA19697/01847.1,3,Warehouse,6110200000,1.04
