PONumber,ItemNumber,PartNumber,BoxNumber,Units,Warehouse,SAC,LBS
LCA20602-2,1,82250-016-M,LCA20602-2/00001,18,Warehouse,6110200000,1.04
LCA20602-2,1,82250-016-M,LCA20602-2/00001.1,15,Warehouse,6110200000,1.04
LCA20602-2,2,82250-016-L,LCA20602-2/00002,18,Warehouse,6110200000,1.04
LCA20602-2,2,82250-016-L,LCA20602-2/00002.1,12,Warehouse,6110200000,1.04
